State,Date,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10
Ohio,2020-02-13,"world, wash your hands, end, release, the end of","death, i guess, made in china, 1st, be careful","impact, states, panic, give, health","going to, fight, going to be, this year, because of","the spread of, to prevent, should be, mfs, wash their hands","travel, scare, stupid, stuff, mad","cancelled, due to, school, students, classes","china, iran, world, handling, created","mask, masks, wearing, prevent, worried about","flu, hysteria, rate, worried about the, symptoms"
Ohio,2020-02-14,"the spread of, to prevent, should be, mfs, wash their hands","foxnews alert, breaking, death, state of emergency, australia","test, risk, free, stand, police","cases, there are, cases of, uk, in the uk","flu, a little, thing, more than, influenza","hope, doesn't, spreading, stop, i really hope","death, i guess, made in china, 1st, be careful","stop, jokes, asians, cure, racism","tests, testing, free, tested, tested for","safe, will be, because of, market, industry"
Ohio,2020-02-15,"tests, testing, free, tested, tested for","read, news, article, thread, cover","makes, thing, making, cough, worse","gonna be, cancelled, 2020, will be, summer","impact, states, panic, give, health","the spread of, to prevent, should be, mfs, wash their hands","virus, idiot, human, 19, test positive for","because of, cancel, hygiene, economy, surely","gonna, word, bring, tweets, town","due to, italy, trip, washington, area"
Ohio,2020-02-16,"buying, water, because of, paper, panic buying","mask, masks, wearing, prevent, worried about","catch, hope, thing, cuz, karma","virus, test, doctor, safe, inside","test, risk, free, stand, police","person, lives, looks like, biden, boomers","it's, give, thinking, gonna get, giving","death, i guess, made in china, 1st, be careful","because of, cancel, hygiene, economy, surely","city, state, live, welp, florida"
Ohio,2020-02-17,"immune to the, immune to, you are immune, ate, if you ever","mask, masks, wearing, prevent, worried about","it's, give, thinking, gonna get, giving","death, i guess, made in china, 1st, be careful","reduce your risk, let's, shake, common, trying to get","buying, water, because of, paper, panic buying","pandemic, business, start, dance, cures","kills, players, lysol, simply, tv","inform yourself about, be smart, avoid, fear of, coughs","school, close, bc of, gonna, schools"
Ohio,2020-02-18,"impact, states, panic, give, health","hope, doesn't, spreading, stop, i really hope","gonna be, cancelled, 2020, will be, summer","buying, water, because of, paper, panic buying","death, i guess, made in china, 1st, be careful","because of, cancel, hygiene, economy, surely","case of, case, confirmed, in my county, first case of","stop, spreading, going to, we need to, the only thing","foxnews alert, breaking, death, state of emergency, australia","world, wash your hands, end, release, the end of"
Ohio,2020-02-19,"infection, be safe from, happening, to be racist, care about","impact, states, panic, give, health","beer, cure, thought, americans, drinking","stop, jokes, asians, cure, racism","gonna be, cancelled, 2020, will be, summer","school, close, bc of, gonna, schools","virus, how do you, pakistan, awareness, might have","buying, water, because of, paper, panic buying","virus, idiot, human, 19, test positive for","country, in india, beat, biggest, india"
Ohio,2020-02-20,"it's, give, thinking, gonna get, giving","impact, states, panic, give, health","tests, testing, free, tested, tested for","cancelled, due to, school, students, classes","flu, hysteria, rate, worried about the, symptoms","deaths, cases, total, breaking, new cases of","die, catch, so far, at this point, die from the","taking, caught, going around, thought, y'all","school, close, bc of, gonna, schools","death, i guess, made in china, 1st, be careful"
Ohio,2020-02-21,"hope, doesn't, spreading, stop, i really hope","because of, cancel, hygiene, economy, surely","symptoms, go to work, symptoms of, catching, experts","school, close, bc of, gonna, schools","gonna be, cancelled, 2020, will be, summer","immune to the, immune to, you are immune, ate, if you ever","inform yourself about, be smart, avoid, fear of, coughs","country, in india, beat, biggest, india","it's, isn't, calling, called, thinking","buying, water, because of, paper, panic buying"
Ohio,2020-02-22,"kills, players, lysol, simply, tv","impact, states, panic, give, health","school, close, bc of, gonna, schools","immune to the, immune to, you are immune, ate, if you ever","wash, clean, your hands, some people, hearing","tests, testing, free, tested, tested for","flu, a little, thing, more than, influenza",", catching, afraid of, talking about, y'all","test, risk, free, stand, police","virus, how do you, pakistan, awareness, might have"
Ohio,2020-02-23,"reduce your risk, let's, shake, common, trying to get","patients, hospital, doctors, nhs, live","news, heard, due to the, has been, plan","face, touch, train, bc, your face","beer, cure, thought, americans, drinking","gonna, word, bring, tweets, town","world, wash your hands, end, release, the end of","virus, to avoid, killing, fight, viruses","event, because of the, cancel, this year, events","foxnews alert, breaking, death, state of emergency, australia"
Ohio,2020-02-24,"buying, water, because of, paper, panic buying","hope, contract, dying, cough, would be","flu, a little, thing, more than, influenza","death, i guess, made in china, 1st, be careful","because of, cancel, hygiene, economy, surely","right now, coughing, to deal with, bs, worry about","infection, be safe from, happening, to be racist, care about","sick, days, coming, give me, months","impact, states, panic, give, health","advice, email, clear, positive for, latest"
Ohio,2020-02-25,"face, touch, train, bc, your face","virus, idiot, human, 19, test positive for","china, iran, world, handling, created","infection, be safe from, happening, to be racist, care about","taking, caught, going around, thought, y'all","death, i guess, made in china, 1st, be careful","the spread of, to prevent, should be, mfs, wash their hands","it's, give, thinking, gonna get, giving",,
Ohio,2020-02-26,"death, i guess, made in china, 1st, be careful","face, touch, train, bc, your face","it's, give, thinking, gonna get, giving",", catching, afraid of, talking about, y'all","impact, states, panic, give, health","gonna be, cancelled, 2020, will be, summer","hope, doesn't, spreading, stop, i really hope","because of, cancel, hygiene, economy, surely","safe, will be, because of, market, industry","news, heard, due to the, has been, plan"
Ohio,2020-02-27,"buying, water, because of, paper, panic buying","impact, states, panic, give, health","it's, i've, racist, hold, memes","virus, to avoid, killing, fight, viruses","it's, isn't, calling, called, thinking","thing, stupid, drink, numbers, trump","school, close, bc of, gonna, schools","virus, how do you, pakistan, awareness, might have","cancelled, due to, school, students, classes","virus, idiot, human, 19, test positive for"
Ohio,2020-02-28,"impact, states, panic, give, health","there's, person, test, isn't, ship","taking, caught, going around, thought, y'all","going to, fight, going to be, this year, because of","reduce your risk, let's, shake, common, trying to get","buy, because of the, gonna, stock, masks","kills, players, lysol, simply, tv","it's, isn't, calling, called, thinking","flu, hysteria, rate, worried about the, symptoms","cases, update, infected, confirmed, increase"
Ohio,2020-02-29,"country, in india, beat, biggest, india","stop, jokes, asians, cure, racism","school, close, bc of, gonna, schools","flu, hysteria, rate, worried about the, symptoms","due to, italy, trip, washington, area","impact, states, panic, give, health","bc, news, coming, what's, suddenly","years, have been, de, killed, i feel like","right now, coughing, to deal with, bs, worry about","gonna be, cancelled, 2020, will be, summer"
Ohio,2020-03-01,"death, i guess, made in china, 1st, be careful","country, in india, beat, biggest, india","impact, states, panic, give, health","infection, be safe from, happening, to be racist, care about","foxnews alert, breaking, death, state of emergency, australia","virus, idiot, human, 19, test positive for","cancelled, due to, school, students, classes","hope, doesn't, spreading, stop, i really hope","immune to the, immune to, you are immune, ate, if you ever","the spread of, to prevent, should be, mfs, wash their hands"
Ohio,2020-03-02,"because of, cancel, hygiene, economy, surely","it's, interesting, scary, children, badly","stop, jokes, asians, cure, racism","impact, states, panic, give, health","it's, give, thinking, gonna get, giving","stop, spreading, going to, we need to, the only thing","cases, there are, cases of, uk, in the uk","wash, clean, your hands, some people, hearing","thing, stupid, drink, numbers, trump","school, close, bc of, gonna, schools"
